TimeStamp;X;Y
02.09.2014 12:30:03,310;6617812;1299273
02.09.2014 12:30:03,822;7097837;1250598
02.09.2014 12:30:04,332;7578250;1202081
02.09.2014 12:30:04,828;8020606;1153779
02.09.2014 12:30:05,349;8500156;1105401
02.09.2014 12:30:05,845;8944531;1060813
02.09.2014 12:30:06,360;9423956;1012651
02.09.2014 12:30:06,849;9867700;968226
02.09.2014 12:30:07,378;10347268;916517
02.09.2014 12:30:07,877;10789743;872354
02.09.2014 12:30:08,382;11270906;824581
02.09.2014 12:30:08,887;11749206;780534
02.09.2014 12:30:09,404;12192256;733011
02.09.2014 12:30:09,902;12636725;685593
02.09.2014 12:30:10,411;13115937;638465
02.09.2014 12:30:10,917;13595512;595029
02.09.2014 12:30:11,435;14076781;548110
02.09.2014 12:30:11,924;14518593;505145
02.09.2014 12:30:12,440;14962431;458511
02.09.2014 12:30:12,945;15442193;412343
02.09.2014 12:30:13,456;15921956;366534
02.09.2014 12:30:13,969;16346650;321581
02.09.2014 12:30:14,479;16690531;276674
02.09.2014 12:30:14,974;16906643;219505
02.09.2014 12:30:15,485;17031706;175098
02.09.2014 12:30:15,979;17048387;174843
02.09.2014 12:30:16,506;17049500;174930
02.09.2014 12:30:17,022;17047587;174947
02.09.2014 12:30:17,514;17047387;174936
02.09.2014 12:30:18,032;17047300;174936
02.09.2014 12:30:18,538;17047200;174936
02.09.2014 12:30:19,041;17047200;174936
02.09.2014 12:30:19,547;17046750;174936
02.09.2014 12:30:20,062;17047118;174936
02.09.2014 12:30:20,553;17047100;174936
02.09.2014 12:30:21,070;17046987;174936
02.09.2014 12:30:21,577;17047000;174936
02.09.2014 12:30:22,088;17046793;174936
02.09.2014 12:30:22,583;17046887;174046
02.09.2014 12:30:23,095;17046818;208011
02.09.2014 12:30:23,605;17046875;215186
02.09.2014 12:30:24,117;17047400;223697
02.09.2014 12:30:24,611;17046725;275116
02.09.2014 12:30:25,124;17046906;285087
02.09.2014 12:30:25,642;17046706;285011
02.09.2014 12:30:26,146;17046700;285005
02.09.2014 12:30:26,641;17046900;285005
02.09.2014 12:30:27,152;17046831;285005
02.09.2014 12:30:27,648;17046875;285005
02.09.2014 12:30:28,158;17047143;285005
02.09.2014 12:30:28,679;17046906;285005
02.09.2014 12:30:29,184;17046906;285005
02.09.2014 12:30:29,696;17046762;285005
02.09.2014 12:30:30,212;17046806;285005
02.09.2014 12:30:30,723;17046850;285005
02.09.2014 12:30:31,242;17046793;285005
02.09.2014 12:30:31,754;17046981;285005
02.09.2014 12:30:32,265;17046587;285005
02.09.2014 12:30:32,778;17046693;285005
02.09.2014 12:30:33,274;17046681;285005
02.09.2014 12:30:33,785;17046800;285005
02.09.2014 12:30:34,283;17046662;285005
02.09.2014 12:30:34,796;17046787;285005
02.09.2014 12:30:35,294;17029843;283273
02.09.2014 12:30:35,810;16911562;278093
02.09.2014 12:30:36,317;16677525;272459
02.09.2014 12:30:36,828;16358593;266709
02.09.2014 12:30:37,329;15905756;261011
02.09.2014 12:30:37,839;15461750;255732
02.09.2014 12:30:38,345;14980218;250244
02.09.2014 12:30:38,856;14498493;244651
02.09.2014 12:30:39,351;14056487;239511
02.09.2014 12:30:39,863;13612825;234174
02.09.2014 12:30:40,377;13133737;228779
02.09.2014 12:30:40,888;12654975;223534
02.09.2014 12:30:41,384;12211056;218674
02.09.2014 12:30:41,894;11730575;213627
02.09.2014 12:30:42,389;11287731;208837
02.09.2014 12:30:42,917;10806987;203813
02.09.2014 12:30:43,412;10328150;198941
02.09.2014 12:30:43,923;9885093;194000
02.09.2014 12:30:44,434;9403750;189284
02.09.2014 12:30:44,954;8961706;184959
02.09.2014 12:30:45,461;8482393;180395
02.09.2014 12:30:45,979;8001075;175883
02.09.2014 12:30:46,489;7522706;171552
02.09.2014 12:30:47,007;7078962;167250
02.09.2014 12:30:47,513;6598793;163139
02.09.2014 12:30:48,023;6155837;159470
02.09.2014 12:30:48,518;5711787;155895
02.09.2014 12:30:49,046;5195706;151866
02.09.2014 12:30:49,552;4715887;148319
02.09.2014 12:30:50,051;4271656;145145
02.09.2014 12:30:50,550;3829537;142017
02.09.2014 12:30:51,064;3348781;138965
02.09.2014 12:30:51,561;2905462;136470
02.09.2014 12:30:52,104;2388868;133709
02.09.2014 12:30:52,584;1983150;132011
02.09.2014 12:30:53,119;1467306;132000
02.09.2014 12:30:53,590;1127556;131988
02.09.2014 12:30:54,143;816287;131988
02.09.2014 12:30:54,614;664950;131988
02.09.2014 12:30:55,123;594450;131988
02.09.2014 12:30:55,631;595475;131988
02.09.2014 12:30:56,131;595512;131988
02.09.2014 12:30:56,642;595531;131988
02.09.2014 12:30:57,152;595587;131988
02.09.2014 12:30:57,648;595581;131988
02.09.2014 12:30:58,157;595762;131988
02.09.2014 12:30:58,678;596175;131988
02.09.2014 12:30:59,183;595981;131988
02.09.2014 12:30:59,689;595693;131988
02.09.2014 12:31:00,189;595575;131988
02.09.2014 12:31:00,696;595993;131988
02.09.2014 12:31:01,207;596218;131988
02.09.2014 12:31:01,707;595787;131988
02.09.2014 12:31:02,228;595862;131988
02.09.2014 12:31:02,727;595968;131988
02.09.2014 12:31:03,235;596100;131988
02.09.2014 12:31:03,730;595668;129284
02.09.2014 12:31:04,256;595875;71918
02.09.2014 12:31:04,753;596100;54087
02.09.2014 12:31:05,263;595787;48133
02.09.2014 12:31:05,758;595387;44534
02.09.2014 12:31:06,273;595537;12040
02.09.2014 12:31:06,769;596187;12720
02.09.2014 12:31:07,292;595656;12784
02.09.2014 12:31:07,796;596000;12860
02.09.2014 12:31:08,308;595881;12860
02.09.2014 12:31:08,802;596206;12860
02.09.2014 12:31:09,319;596006;12860
02.09.2014 12:31:09,824;596000;12860
02.09.2014 12:31:10,342;596025;12860
02.09.2014 12:31:10,834;596075;12860
02.09.2014 12:31:11,346;595968;12860
02.09.2014 12:31:11,843;595768;12860
02.09.2014 12:31:12,360;596100;12860
02.09.2014 12:31:12,867;596150;12860
02.09.2014 12:31:13,378;599218;11970
02.09.2014 12:31:13,874;681237;47203
02.09.2014 12:31:14,390;862443;147383
02.09.2014 12:31:14,896;1167775;241290
02.09.2014 12:31:15,407;1587193;342924
02.09.2014 12:31:15,901;2033968;436761
02.09.2014 12:31:16,411;2479181;538424
02.09.2014 12:31:16,921;2958600;640069
02.09.2014 12:31:17,433;3440043;741668
02.09.2014 12:31:17,939;3883825;843226
02.09.2014 12:31:18,439;4326062;936912
02.09.2014 12:31:18,945;4806300;1038377
02.09.2014 12:31:19,460;5287212;1131970
02.09.2014 12:31:19,973;5766056;1233424
02.09.2014 12:31:20,483;6209425;1334790
02.09.2014 12:31:20,994;6689325;1436081
02.09.2014 12:31:21,488;7132493;1529418
02.09.2014 12:31:22,000;7612900;1630529
02.09.2014 12:31:22,509;8054312;1731546
02.09.2014 12:31:23,008;8498162;1824808
02.09.2014 12:31:23,523;8979450;1925697
02.09.2014 12:31:24,033;9457856;2026610
02.09.2014 12:31:24,539;9939387;2127500
02.09.2014 12:31:25,038;10382431;2220604
02.09.2014 12:31:25,550;10824706;2321430
02.09.2014 12:31:26,060;11305256;2422081
02.09.2014 12:31:26,568;11784575;2522627
02.09.2014 12:31:27,078;12264425;2623122
02.09.2014 12:31:27,573;12708437;2715813
02.09.2014 12:31:28,084;13149693;2808488
02.09.2014 12:31:28,589;13630975;2908720
02.09.2014 12:31:29,106;14074325;3008843
02.09.2014 12:31:29,600;14552618;3108831
02.09.2014 12:31:30,110;14996850;3200953
02.09.2014 12:31:30,622;15476950;3300633
02.09.2014 12:31:31,132;15956162;3400284
02.09.2014 12:31:31,628;16363825;3492284
02.09.2014 12:31:32,137;16842725;3591633
02.09.2014 12:31:32,643;17323162;3690720
02.09.2014 12:31:33,154;17802962;3789441
02.09.2014 12:31:33,668;18245200;3880459
02.09.2014 12:31:34,178;18726337;3979087
02.09.2014 12:31:34,688;19206212;4077691
02.09.2014 12:31:35,205;19670443;4175593
02.09.2014 12:31:35,716;19999781;4304424
02.09.2014 12:31:36,242;20246618;4449703
02.09.2014 12:31:36,743;20373087;4490034
02.09.2014 12:31:37,237;20402862;4490081
02.09.2014 12:31:37,778;20402081;4489976
02.09.2014 12:31:38,261;20398875;4489976
02.09.2014 12:31:38,775;20399443;4489970
02.09.2014 12:31:39,268;20399000;4489970
02.09.2014 12:31:39,783;20398700;4489970
02.09.2014 12:31:40,289;20399400;4489970
02.09.2014 12:31:40,807;20398993;4489970
02.09.2014 12:31:41,304;20399100;4489970
02.09.2014 12:31:41,815;20399550;4489970
02.09.2014 12:31:42,308;20398968;4489970
02.09.2014 12:31:42,837;20399162;4489970
02.09.2014 12:31:43,333;20399437;4489970
02.09.2014 12:31:43,844;20399000;4489843
02.09.2014 12:31:44,346;20398968;4503168
02.09.2014 12:31:44,852;20398775;4527366
02.09.2014 12:31:45,365;20399400;4532918
02.09.2014 12:31:45,878;20399118;4547534
02.09.2014 12:31:46,373;20399306;4602011
02.09.2014 12:31:46,883;20399200;4610081
02.09.2014 12:31:47,396;20399093;4610040
02.09.2014 12:31:47,907;20399306;4610034
02.09.2014 12:31:48,402;20399187;4610034
02.09.2014 12:31:48,924;20399312;4610034
02.09.2014 12:31:49,408;20399093;4610034
02.09.2014 12:31:49,918;20399062;4610034
02.09.2014 12:31:50,445;20399418;4610034
02.09.2014 12:31:50,939;20399300;4610034
02.09.2014 12:31:51,456;20399550;4610034
02.09.2014 12:31:51,948;20399012;4610034
02.09.2014 12:31:52,477;20399037;4610034
02.09.2014 12:31:52,973;20399400;4610034
02.09.2014 12:31:53,488;20399275;4610034
02.09.2014 12:31:53,981;20399100;4610034
02.09.2014 12:31:54,494;20399200;4610034
02.09.2014 12:31:54,992;20399506;4610034
02.09.2014 12:31:55,511;20399187;4610034
02.09.2014 12:31:56,011;20398993;4610034
02.09.2014 12:31:56,520;20399518;4610034
02.09.2014 12:31:57,027;20398968;4610034
02.09.2014 12:31:57,544;20380225;4607203
02.09.2014 12:31:58,047;20257350;4548505
02.09.2014 12:31:58,548;20018900;4481633
02.09.2014 12:31:59,077;19665562;4403860
02.09.2014 12:31:59,567;19242525;4337098
02.09.2014 12:32:00,061;18797718;4270569
02.09.2014 12:32:00,589;18314800;4192965
02.09.2014 12:32:01,119;17799800;4115465
02.09.2014 12:32:01,597;17392137;4054593
02.09.2014 12:32:02,138;16838068;3977098
02.09.2014 12:32:02,618;16432493;3910802
02.09.2014 12:32:03,149;15952537;3833447
02.09.2014 12:32:03,624;15545737;3772825
02.09.2014 12:32:04,163;15103293;3706715
02.09.2014 12:32:04,630;14622925;3640686
02.09.2014 12:32:05,135;14143200;3569180
02.09.2014 12:32:05,651;13700193;3497691
02.09.2014 12:32:06,157;13220187;3426255
02.09.2014 12:32:06,669;12779143;3355040
02.09.2014 12:32:07,163;12298293;3289459
02.09.2014 12:32:07,681;11853962;3218325
02.09.2014 12:32:08,177;11375006;3152912
02.09.2014 12:32:08,688;10931362;3081906
02.09.2014 12:32:09,194;10451431;3011000
02.09.2014 12:32:09,705;10008150;2940424
02.09.2014 12:32:10,199;9564312;2875366
02.09.2014 12:32:10,717;9085400;2805145
02.09.2014 12:32:11,226;8605737;2734796
02.09.2014 12:32:11,731;8125293;2664767
02.09.2014 12:32:12,237;7682825;2600500
02.09.2014 12:32:12,754;7202487;2530860
02.09.2014 12:32:13,248;6758837;2467063
02.09.2014 12:32:13,759;6280018;2397970
02.09.2014 12:32:14,267;5843425;2329441
02.09.2014 12:32:14,778;5477312;2262860
02.09.2014 12:32:15,275;5241325;2164511
02.09.2014 12:32:15,791;5095131;2098831
02.09.2014 12:32:16,296;5061925;2097738
02.09.2014 12:32:16,798;5062793;2097889
02.09.2014 12:32:17,303;5064206;2098063
02.09.2014 12:32:17,821;5064200;2098046
02.09.2014 12:32:18,326;5064600;2098034
02.09.2014 12:32:18,837;5064712;2098034
02.09.2014 12:32:19,333;5064800;2098034
02.09.2014 12:32:19,844;5064793;2098034
02.09.2014 12:32:20,338;5064900;2098034
02.09.2014 12:32:20,868;5064900;2098034
02.09.2014 12:32:21,361;5064750;2098034
02.09.2014 12:32:21,874;5064900;2098034
02.09.2014 12:32:22,391;5064800;2098034
02.09.2014 12:32:22,896;5064787;2098034
02.09.2014 12:32:23,398;5064975;2098034
02.09.2014 12:32:23,909;5065000;2098034
02.09.2014 12:32:24,421;5065100;2098034
02.09.2014 12:32:24,908;5064843;2098034
02.09.2014 12:32:25,438;5064993;2098034
02.09.2014 12:32:25,934;5065143;2098034
02.09.2014 12:32:26,445;5064900;2098034
02.09.2014 12:32:26,948;5064912;2098034
02.09.2014 12:32:27,463;5064906;2098034
02.09.2014 12:32:27,961;5064900;2088738
02.09.2014 12:32:28,476;5065193;2036075
02.09.2014 12:32:28,967;5065093;2028319
02.09.2014 12:32:29,496;5064893;2022941
02.09.2014 12:32:29,986;5065000;1994389
02.09.2014 12:32:30,501;5064987;1988750
02.09.2014 12:32:31,013;5065012;1988982
02.09.2014 12:32:31,529;5065237;1988982
02.09.2014 12:32:32,039;5065100;1988970
02.09.2014 12:32:32,567;5065018;1988970
02.09.2014 12:32:33,077;5064993;1988970
02.09.2014 12:32:33,578;5065156;1988970
02.09.2014 12:32:34,089;5065087;1988970
02.09.2014 12:32:34,595;5065000;1988970
02.09.2014 12:32:35,108;5065012;1988970
02.09.2014 12:32:35,607;5065193;1988970
02.09.2014 12:32:36,128;5065312;1988970
02.09.2014 12:32:36,611;5065000;1988970
02.09.2014 12:32:37,127;5065100;1988970
02.09.2014 12:32:37,635;5065100;1988970
02.09.2014 12:32:38,145;5064906;1988970
02.09.2014 12:32:38,655;5064987;1988970
02.09.2014 12:32:39,167;5074681;1987767
02.09.2014 12:32:39,661;5178512;1927563
02.09.2014 12:32:40,173;5397531;1826279
02.09.2014 12:32:40,684;5730937;1731633
02.09.2014 12:32:41,195;6140406;1629319
02.09.2014 12:32:41,691;6586081;1534825
02.09.2014 12:32:42,206;7068381;1424639
02.09.2014 12:32:42,697;7512775;1330238
02.09.2014 12:32:43,211;7991493;1228209
02.09.2014 12:32:43,717;8472337;1126279
02.09.2014 12:32:44,236;8916562;1032313
02.09.2014 12:32:44,730;9358506;938569
02.09.2014 12:32:45,241;9838793;829116
02.09.2014 12:32:45,756;10319418;728127
02.09.2014 12:32:46,263;10798387;635174
02.09.2014 12:32:46,758;11242156;541994
02.09.2014 12:32:47,268;11721243;441290
02.09.2014 12:32:47,776;12153437;345569
02.09.2014 12:32:48,286;12514587;219279
02.09.2014 12:32:48,786;12746800;74186
02.09.2014 12:32:49,297;12886875;17145
02.09.2014 12:32:49,804;12914812;16825
02.09.2014 12:32:50,315;12914175;16860
02.09.2014 12:32:50,816;12912987;16848
02.09.2014 12:32:51,337;12912675;16848
02.09.2014 12:32:51,830;12912437;16848
02.09.2014 12:32:52,342;12912212;16848
02.09.2014 12:32:52,852;12912112;16848
02.09.2014 12:32:53,347;12912087;16848
02.09.2014 12:32:53,875;12911981;16848
02.09.2014 12:32:54,368;12912087;16848
02.09.2014 12:32:54,879;12912306;16848
02.09.2014 12:32:55,391;12912200;16848
02.09.2014 12:32:55,901;12912087;16848
02.09.2014 12:32:56,398;12911862;16645
02.09.2014 12:32:56,909;12912218;23988
02.09.2014 12:32:57,416;12911837;54063
02.09.2014 12:32:57,925;12911787;59610
02.09.2014 12:32:58,419;12911306;85895
02.09.2014 12:32:58,945;12911843;136029
02.09.2014 12:32:59,444;12911487;137069
02.09.2014 12:32:59,955;12911375;137040
02.09.2014 12:33:00,454;12911793;137029
02.09.2014 12:33:00,972;12911712;137029
02.09.2014 12:33:01,479;12911793;137029
02.09.2014 12:33:01,978;12911693;137029
02.09.2014 12:33:02,484;12911800;137029
02.09.2014 12:33:02,993;12911425;137029
02.09.2014 12:33:03,506;12911712;137029
02.09.2014 12:33:04,016;12911618;137029
02.09.2014 12:33:04,512;12911531;137029
02.09.2014 12:33:05,023;12911368;137029
02.09.2014 12:33:05,536;12911493;137029
02.09.2014 12:33:06,038;12911400;137029
02.09.2014 12:33:06,544;12911700;137029
02.09.2014 12:33:07,053;12911575;137029
02.09.2014 12:33:07,549;12911206;137029
02.09.2014 12:33:08,065;12911581;137029
02.09.2014 12:33:08,568;12911568;137029
02.09.2014 12:33:09,083;12911925;137029
02.09.2014 12:33:09,595;12911581;137029
02.09.2014 12:33:10,136;12962187;149482
02.09.2014 12:33:10,623;13095106;232837
02.09.2014 12:33:11,173;13383100;449895
02.09.2014 12:33:11,658;13612725;722994
02.09.2014 12:33:12,185;13774637;1055784
02.09.2014 12:33:12,675;13808087;1341122
02.09.2014 12:33:13,204;13807500;1673947
02.09.2014 12:33:13,681;13804987;1935517
02.09.2014 12:33:14,176;13805643;2220808
02.09.2014 12:33:14,688;13805150;2529889
02.09.2014 12:33:15,202;13805718;2839023
02.09.2014 12:33:15,706;13805400;3148063
02.09.2014 12:33:16,217;13805393;3457139
02.09.2014 12:33:16,720;13805106;3742465
02.09.2014 12:33:17,225;13805287;4051552
02.09.2014 12:33:17,744;13805293;4299279
02.09.2014 12:33:18,239;13805281;4458197
02.09.2014 12:33:18,751;13805287;4509930
02.09.2014 12:33:19,246;13805712;4510029
02.09.2014 12:33:19,767;13805312;4509988
02.09.2014 12:33:20,267;13805587;4510000
02.09.2014 12:33:20,785;13805268;4509988
02.09.2014 12:33:21,296;13805587;4509988
02.09.2014 12:33:21,816;13805543;4509988
02.09.2014 12:33:22,330;13805606;4509988
02.09.2014 12:33:22,843;13805068;4509988
02.09.2014 12:33:23,355;13805425;4509988
02.09.2014 12:33:23,868;13805200;4509988
02.09.2014 12:33:24,366;13805618;4509988
02.09.2014 12:33:24,879;13805331;4509988
02.09.2014 12:33:25,391;13805643;4509988
02.09.2014 12:33:25,901;13805400;4509988
02.09.2014 12:33:26,391;13805062;4509988
02.09.2014 12:33:26,908;13805925;4508203
02.09.2014 12:33:27,415;13805525;4459110
02.09.2014 12:33:27,926;13804931;4441569
02.09.2014 12:33:28,432;13805218;4435552
02.09.2014 12:33:28,937;13805300;4425453
02.09.2014 12:33:29,449;13805062;4399767
02.09.2014 12:33:29,978;13804868;4400970
02.09.2014 12:33:30,477;13804862;4400982
02.09.2014 12:33:31,005;13805200;4401011
02.09.2014 12:33:31,510;13805187;4401011
02.09.2014 12:33:32,015;13805400;4401011
02.09.2014 12:33:32,535;13805287;4401011
02.09.2014 12:33:33,029;13804956;4401011
02.09.2014 12:33:33,545;13805393;4401011
02.09.2014 12:33:34,047;13805393;4401011
02.09.2014 12:33:34,578;13805387;4401011
02.09.2014 12:33:35,079;13805187;4401011
02.09.2014 12:33:35,599;13805275;4401011
02.09.2014 12:33:36,109;13805406;4401011
02.09.2014 12:33:36,616;13805325;4401011
02.09.2014 12:33:37,134;13805387;4401011
02.09.2014 12:33:37,646;13805087;4401011
02.09.2014 12:33:38,167;13805406;4401011
02.09.2014 12:33:38,666;13805262;4401011
02.09.2014 12:33:39,186;13805518;4401011
02.09.2014 12:33:39,699;13805300;4401011
02.09.2014 12:33:40,206;13805393;4401011
02.09.2014 12:33:40,724;13805475;4401011
02.09.2014 12:33:41,215;13805081;4401011
02.09.2014 12:33:41,735;13805106;4401011
02.09.2014 12:33:42,230;13805193;4401011
02.09.2014 12:33:42,742;13805281;4401011
02.09.2014 12:33:43,238;13804981;4401011
02.09.2014 12:33:43,758;13805306;4401011
02.09.2014 12:33:44,265;13805462;4401011
02.09.2014 12:33:44,775;13805193;4401011
02.09.2014 12:33:45,267;13805387;4401011
02.09.2014 12:33:45,786;13771618;4399348
02.09.2014 12:33:46,292;13636387;4331988
02.09.2014 12:33:46,802;13380081;4157470
02.09.2014 12:33:47,295;13119306;3903098
02.09.2014 12:33:47,812;12955543;3594395
02.09.2014 12:33:48,328;12908875;3285331
02.09.2014 12:33:48,826;12911412;3000023
02.09.2014 12:33:49,335;12911693;2667122
02.09.2014 12:33:49,844;12911168;2381825
02.09.2014 12:33:50,357;12911431;2072744
02.09.2014 12:33:50,867;12911200;1763651
02.09.2014 12:33:51,355;12911368;1478331
02.09.2014 12:33:51,872;12911293;1169284
02.09.2014 12:33:52,377;12911368;860180
02.09.2014 12:33:52,877;12911168;574866
02.09.2014 12:33:53,382;12911575;283366
02.09.2014 12:33:53,899;12911243;97755
02.09.2014 12:33:54,405;12911293;22017
02.09.2014 12:33:54,916;12911750;16750
02.09.2014 12:33:55,432;12911506;16918
02.09.2014 12:33:55,926;12911293;16982
02.09.2014 12:33:56,437;12911631;16976
02.09.2014 12:33:56,942;12911618;16976
02.09.2014 12:33:57,454;12911400;16976
02.09.2014 12:33:57,950;12911500;16976
02.09.2014 12:33:58,478;12911481;16976
02.09.2014 12:33:58,972;12911475;16976
02.09.2014 12:33:59,482;12911287;16976
02.09.2014 12:33:59,977;12911493;16976
02.09.2014 12:34:00,505;12911587;16976
02.09.2014 12:34:01,002;12911806;16976
02.09.2014 12:34:01,512;12911700;16122
02.09.2014 12:34:02,007;12911712;35500
02.09.2014 12:34:02,518;12911600;54924
02.09.2014 12:34:03,023;12911356;59889
02.09.2014 12:34:03,542;12911400;94831
02.09.2014 12:34:04,039;12911287;136575
02.09.2014 12:34:04,552;12911706;137029
02.09.2014 12:34:05,048;12911612;137005
02.09.2014 12:34:05,578;12911356;136994
02.09.2014 12:34:06,072;12911525;136994
02.09.2014 12:34:06,583;12911268;136994
02.09.2014 12:34:07,077;12911893;136994
02.09.2014 12:34:07,589;12911300;136994
02.09.2014 12:34:08,095;12911606;136994
02.09.2014 12:34:08,613;12911087;136994
02.09.2014 12:34:09,107;12911500;136994
02.09.2014 12:34:09,619;12911487;136994
02.09.2014 12:34:10,125;12911387;136994
02.09.2014 12:34:10,641;12911318;136994
02.09.2014 12:34:11,138;12911200;136994
02.09.2014 12:34:11,649;12911506;136994
02.09.2014 12:34:12,155;12911281;136994
02.09.2014 12:34:12,656;12911393;136994
02.09.2014 12:34:13,162;12911600;136994
02.09.2014 12:34:13,681;12911300;136994
02.09.2014 12:34:14,186;12911600;136994
02.09.2014 12:34:14,695;12911375;135883
02.09.2014 12:34:15,191;12973481;151075
02.09.2014 12:34:15,707;13153025;261174
02.09.2014 12:34:16,213;13418837;457848
02.09.2014 12:34:16,723;13818637;779906
02.09.2014 12:34:17,229;14300475;1065203
02.09.2014 12:34:17,729;14743618;1374319
02.09.2014 12:34:18,235;15187706;1659656
02.09.2014 12:34:18,751;15668100;1968726
02.09.2014 12:34:19,247;16110850;2254034
02.09.2014 12:34:19,766;16508843;2586918
02.09.2014 12:34:20,290;16806062;2895988
02.09.2014 12:34:20,783;16946925;3181284
02.09.2014 12:34:21,314;17006400;3514168
02.09.2014 12:34:21,794;17002912;3775680
02.09.2014 12:34:22,324;17002293;4108529
02.09.2014 12:34:22,800;17003000;4367220
02.09.2014 12:34:23,350;17001968;4548331
02.09.2014 12:34:23,826;17002212;4603162
02.09.2014 12:34:24,322;17001925;4605052
02.09.2014 12:34:24,833;17002112;4605034
02.09.2014 12:34:25,328;17001900;4605023
02.09.2014 12:34:25,856;17001781;4605023
02.09.2014 12:34:26,351;17001800;4605023
02.09.2014 12:34:26,865;17001900;4605023
02.09.2014 12:34:27,381;17001900;4605023
02.09.2014 12:34:27,876;17001800;4605023
02.09.2014 12:34:28,387;17001781;4605023
02.09.2014 12:34:28,892;17001800;4605023
02.09.2014 12:34:29,404;17001800;4605023
02.09.2014 12:34:29,899;17001800;4605023
02.09.2014 12:34:30,426;17001800;4605023
02.09.2014 12:34:30,926;17001800;4605023
02.09.2014 12:34:31,454;17001800;4605023
02.09.2014 12:34:31,956;17001800;4605023
02.09.2014 12:34:32,485;17001768;4603738
02.09.2014 12:34:32,995;17001793;4568110
02.09.2014 12:34:33,491;17002100;4530168
02.09.2014 12:34:34,008;17002000;4524122
02.09.2014 12:34:34,497;17001793;4519965
02.09.2014 12:34:35,024;17001900;4488552
02.09.2014 12:34:35,520;17001800;4485511
02.09.2014 12:34:36,035;17001818;4485767
02.09.2014 12:34:36,530;17001681;4485761
02.09.2014 12:34:37,048;17001806;4485761
02.09.2014 12:34:37,555;17001800;4485761
02.09.2014 12:34:38,066;17001700;4485761
02.09.2014 12:34:38,559;17001800;4485761
02.09.2014 12:34:39,076;17001687;4485761
02.09.2014 12:34:39,570;17001800;4485761
02.09.2014 12:34:40,086;17001825;4485761
02.09.2014 12:34:40,595;17001700;4485761
02.09.2014 12:34:41,119;17001675;4485761
02.09.2014 12:34:41,603;17001706;4485761
02.09.2014 12:34:42,121;17001800;4485761
02.09.2014 12:34:42,620;17001787;4485761
02.09.2014 12:34:43,130;17001800;4485761
02.09.2014 12:34:43,627;17001800;4485761
02.09.2014 12:34:44,150;17001706;4485761
02.09.2014 12:34:44,637;17001800;4485761
02.09.2014 12:34:45,167;17001800;4485761
02.09.2014 12:34:45,665;17001800;4485761
02.09.2014 12:34:46,177;17001800;4485761
02.09.2014 12:34:46,674;17001693;4485761
02.09.2014 12:34:47,191;17001800;4485761
02.09.2014 12:34:47,685;17001693;4485761
02.09.2014 12:34:48,195;17001800;4485761
02.09.2014 12:34:48,700;16991918;4484848
02.09.2014 12:34:49,217;16885312;4433802
02.09.2014 12:34:49,705;16685943;4291482
02.09.2014 12:34:50,235;16329318;4010598
02.09.2014 12:34:50,730;15918406;3726000
02.09.2014 12:34:51,240;15435806;3416883
02.09.2014 12:34:51,745;14991068;3131604
02.09.2014 12:34:52,267;14511262;2822476
02.09.2014 12:34:52,760;14068537;2537203
02.09.2014 12:34:53,280;13607768;2204343
02.09.2014 12:34:53,770;13287981;1919017
02.09.2014 12:34:54,286;13050450;1609936
02.09.2014 12:34:54,775;12932850;1324633
02.09.2014 12:34:55,303;12909600;1015523
02.09.2014 12:34:55,798;12909868;730226
02.09.2014 12:34:56,308;12909900;398191
02.09.2014 12:34:56,814;12910750;177319
02.09.2014 12:34:57,331;12911000;45581
02.09.2014 12:34:57,841;12912537;16610
02.09.2014 12:34:58,336;12912500;16906
02.09.2014 12:34:58,865;12912618;16924
02.09.2014 12:34:59,376;12912700;16912
02.09.2014 12:34:59,891;12912506;16912
02.09.2014 12:35:00,407;12912087;16912
02.09.2014 12:35:00,919;12912700;16912
02.09.2014 12:35:01,431;12912493;16912
02.09.2014 12:35:01,929;12912593;16912
02.09.2014 12:35:02,438;12912706;16912
02.09.2014 12:35:02,949;12912393;16912
02.09.2014 12:35:03,459;12912493;16912
02.09.2014 12:35:03,967;12912700;16912
02.09.2014 12:35:04,465;12912606;16912
02.09.2014 12:35:04,978;12912706;17267
02.09.2014 12:35:05,489;12912493;52395
02.09.2014 12:35:05,994;12912293;58110
02.09.2014 12:35:06,496;12912712;71534
02.09.2014 12:35:07,004;12912700;126622
02.09.2014 12:35:07,513;12912462;137093
02.09.2014 12:35:08,007;12912793;137017
02.09.2014 12:35:08,527;12912587;137017
02.09.2014 12:35:09,033;12913012;137005
02.09.2014 12:35:09,538;12912762;137005
02.09.2014 12:35:10,044;12912918;137005
02.09.2014 12:35:10,560;12912700;137005
02.09.2014 12:35:11,067;12912387;137005
02.09.2014 12:35:11,565;12912700;137005
02.09.2014 12:35:12,073;12912975;137005
02.09.2014 12:35:12,586;12912481;137005
02.09.2014 12:35:13,079;12912700;137005
02.09.2014 12:35:13,597;12913037;137005
02.09.2014 12:35:14,104;12912843;137005
02.09.2014 12:35:14,605;12913018;137005
02.09.2014 12:35:15,111;12912700;137005
02.09.2014 12:35:15,628;12912906;137005
02.09.2014 12:35:16,135;12912625;137005
02.09.2014 12:35:16,644;12912812;137005
02.09.2014 12:35:17,140;12912700;137005
02.09.2014 12:35:17,650;12912681;137005
02.09.2014 12:35:18,147;12897437;136296
02.09.2014 12:35:18,676;12891768;208220
